"type","positie","resumptiepatroon","subj_sub","subj_main","verb_sub","verb_main","vframe_main","vframe_sub","tense_sub","tense_main","function","middenveld_1","ben_sub","word_sub","heb_sub","kan_sub","mag_sub","moet_sub","wil_sub","ga_sub","zal_sub","blijf_sub","kom_sub","laat_sub","word_main","kan_main","zal_main","ben_main","heb_main","ga_main","wil_main","blijf_main","moet_main","mag_main","_main","kom_main","hoef_main","laat_main","zin","remarks"
"v1-lex","P1","R","deze veronderstelling","een systematische fout","ben","maak","ninv(transitive_part_transitive(over))","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is deze veronderstelling echter onjuist , dan wordt een systematische fout gemaakt",
"v1-lex","P1","R","die breedte","het","ben","ben","transitive_ndev","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is die breedte ongeveer 1 m , dan is het een loper",
"v1-lex","P1","R","die","een ondersteunend substraat","ben","gebruik","transitive","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Is die erg dun , dan kan een ondersteunend substraat gebruikt worden",
"v1-lex","P1","R","die","het gerecht","ben","heb","copula","ld_pp","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is die in harmonie , dan heeft het gerecht een geweldige textuur",
"v1-lex","P1","R","die muur","de eigenaar","ben","heb","intransitive","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is die muur niet gemeen , dan heeft alleen de eigenaar het recht hem als steun voor zijn leibomen te gebruiken",
"v1-lex","P1","R","die optie","het","voorzie","ga","fixed([svp_pp(in_aanmerking)]_no_passive)","transitive","tgw","tgw","voorwaardelijk","subj",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is die optie niet voorzien dan gaat het hetzij om een huurcontract ( waarbij de eigendom ook aan het einde niet overgaat van lessor naar lessee ) , hetzij om een huurkoopcontract ( waarbij de eigendom van rechtswege wordt overgedragen bij het einde",
"v1-lex","P1","R","die verbinding","dat","kom","geef_aan","ld_pp","fixed([[tot_stand]]_no_passive)","tgw","verl","voorwaardelijk","subj",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is die verbinding tot stand gekomen , dan werd dat voorheen aangegeven met een tweede kiestoon , die hoger klonk dan de oorspronkelijke kiestoon",
"v1-lex","P1","R","die wand","meer gas","ben","ontsnap","ninv(transitive_part_transitive(weg))","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is die wand daar geperforeerd , dan ontsnapt er meer gas",
"v1-lex","P1","R","dit","een speciaal geprepareerde doek worden gebruikt  waarmee men de geursporen overneemt","ben","gebruik","ninv(transitive_part_transitive(toe))","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit bezwaarlijk of onmogelijk , dan kan ook een speciaal geprepareerde doek worden gebruikt , waarmee men de geursporen overneemt",
"v1-lex","P1","R","dit","men","ben","bewaar","als_pred_np","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Is dit eveneens onmogelijk , dan moet men de tand bewaren in de mond , en dit tussen tanden en lip in de omslagplooi",
"v1-lex","P1","R","dit getal","men","ben","leg","transitive","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit getal oneven dan legt men op de tweede plaats van rechts",
"v1-lex","P1","R","dit","hetgeen in artikel 7 Verdrag (  Ondernemingswinst  ) bepaald is  namelijk dat de rente volledig en zonder nadere beperking in de bronstaat belast mag worden","ben","geld","pred_np","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit het geval , dan geldt hetgeen in artikel 7 Verdrag ( "" Ondernemingswinst "" ) bepaald is , namelijk dat de rente volledig en zonder nadere beperking in de bronstaat belast mag worden",
"v1-lex","P1","R","dit","de enkele inkoop van onder meer handelswaar","ben","mag","ap_copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit het geval , dan mag de enkele inkoop van onder meer handelswaar geen",
"v1-lex","P1","R","dit","men","ben","weet","pc_pp(tot)","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit het geval , dan weet men dat het signaal de weg van lucht , trommelvlies , gehoorbeentjesketen , zenuwsensors in het slakkenhuis en gehoorzenuw in ieder geval met succes heeft doorlopen",
"v1-lex","P1","R","dit","hij","ben","gelast","intransitive","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Is dit het geval , dan zal hij de tenuitvoerlegging gelasten",
"v1-lex","P1","R","dit","een behandeling die op genezing is gericht","ben","ben","copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"is dit het geval dan is een behandeling die op genezing is gericht door middel van een radicale operatie over het algemeen niet meer zinvol",
"v1-lex","P1","R","dit hulpalgoritme","radix sort","ben","ben","transitive","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit hulpalgoritme lineair ( zoals met counting sort bijvoorbeeld mogelijk is ) , dan is radix sort ook lineair",
"v1-lex","P1","R","dit laatste","honderden of duizenden punten","ben","maak","copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit laatste het geval , dan kunnen in hoog tempo honderden of duizenden punten gemaakt worden",
"v1-lex","P1","R","dit laatste","geen sprake","ben","ben","ninv(pc_pp(uit)_part_pc_pp(voort_uit))","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit laatste wel het geval dan is er geen sprake van een bron van inkomen",
"v1-lex","P1","R","dit","n van zijn ouders  kinderen  broers of zusters","ben","benoem","intransitive","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet aan de orde dan wordt bij voorkeur n van zijn ouders , kinderen , broers of zusters tot mentor benoemd",
"v1-lex","P1","R","dit","dit","ben","sta","transitive_ndev_ndev","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet bekend , dan staat dit op landelijk",
"v1-lex","P1","R","dit","we","ben","heb","copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet het geval , dan hebben we het over een eenzijdige expertise",
"v1-lex","P1","R","dit","roaming","ben","ben","copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet het geval , dan is roaming niet mogelijk",
"v1-lex","P1","R","dit","hij","ben","kom","als_pred_np","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet het geval , dan komt hij in aanmerking voor de vervolguitkering ( zie 2B",
"v1-lex","P1","R","dit","de hypothese van de niet-configurationele talen","ben","beschouw","fixed([ap_pred(op de hoogte)_acc]_norm_passive)","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Is dit niet het geval , dan mag de hypothese van de niet-configurationele talen als gegrond worden beschouwd",
"v1-lex","P1","R","dit","deze halte","ben","sla_over","pc_pp(van)","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet het geval , dan wordt deze halte overgeslagen",
"v1-lex","P1","R","dit","men","ben","heb","part_transitive(af)","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet het geval , meestal veroorzaakt door een geblokkeerde poort op de firewall of router , dan heeft men een "" Low ID",
"v1-lex","P1","R","dit","de rechter-commissaris","ben","beveel","part_ld_pp(terecht)","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet het geval dan beveelt de rechter-commissaris de onmiddellijke invrijheidstelling van de verdachte",
"v1-lex","P1","R","dit","iets","ben","ben","transitive_ndev","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet het geval dan is er iets mis met de binnengekomen stukjes",
"v1-lex","P1","R","dit","men","ben","zak","copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Is dit niet het geval dan is men alsnog gezakt",
"v1-lex","P1","R","dit","de nummer twee","ben","kom","pc_pp(van)","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet het geval dan komt de nummer twee automatisch in aanmerking voor promotie",
"v1-lex","P1","R","dit","vlees ( rafelige randen","ben","kom","intransitive","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet het geval dan komt er vlees ( rafelige randen ) op de kammen en staven",
"v1-lex","P1","R","dit","de halve afwijking","ben","neem_weg","ninv(pc_pp(op)_part_pc_pp(terug_op))","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Is dit niet het geval dan moet de halve afwijking met het stelschroefje worden weggenomen",
"v1-lex","P1","R","dit","men","ben","voeg_toe","intransitive","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Is dit niet het geval dan moet men gist toevoegen via bijvoorbeeld een monster uit ander gistend sap",
"v1-lex","P1","R","dit","ze","ben","kwalificeer","copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet het geval dan worden ze gekwalificeerd als "" minister zonder portefeuille",
"v1-lex","P1","R","dit","een error","ben","genereer","ninv(pc_pp(van)_part_pc_pp(gebruik_van))","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet het geval dan wordt een error gegenereerd","iets geks"
"v1-lex","P1","R","dit","zon topologische ruimte","ben","noem","ninv(transitive_part_transitive(aan))","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet het geval dan wordt zo'n topologische ruimte niet-compact genoemd",
"v1-lex","P1","R","dit","de adressering","ben","ga","intransitive","copula","tgw","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet het geval dan zou , wanneer n van de routers niet meer bereikbaar is , de adressering verloren gaan",
"v1-lex","P1","R","dit","dit","ben","leid","intransitive","copula","tgw","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet het geval dan zou dit kunnen leiden tot verlies van controle en flexibiliteit over het proces",
"v1-lex","P1","R","dit","de constructie","ben","bezwijk","part_np_pc_pp(aan_met)","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet mogelijk , dan bezwijkt de constructie zonder zichtbare waarschuwing ( soort bros bezwijken",
"v1-lex","P1","R","dit","donormelk","ben","ben","copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet mogelijk , dan is donormelk een goed alternatief",
"v1-lex","P1","R","dit","de eenheid van het bord","ben","verwijder","pc_pp(van)","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet mogelijk , dan wordt de eenheid van het bord verwijderd",
"v1-lex","P1","R","dit","het","ben","ben","transitive","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet zo , dan is het geen tamboerijn maar een handtrom",
"v1-lex","P1","R","dit","een discussie","ben","vloei_voort","transitive","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit niet zo , dan kan er een discussie voortvloeien uit een overleg",
"v1-lex","P1","R","dit","men","ben","zoek","transitive","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Is dit niet zo , dan moet men verder zoeken",
"v1-lex","P1","R","dit","men","ben","kan","copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit nog niet genoeg , dan kan men modulo formula_51 werken , enzovoort",
"v1-lex","P1","R","dit","de UEFA-cofficint","ben","ben","copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit ook nog niet genoeg , dan is de UEFA-cofficint doorslaggevend",
"v1-lex","P1","R","dit","de UEFA-cofficint","ben","ben","pc_pp(over)","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit ook nog niet genoeg dan is de UEFA-cofficint doorslaggevend",
"v1-lex","P1","R","dit percentage","dit","ben","zie","ninv(np_pc_pp(met)_part_np_pc_pp(af_met))","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit percentage hoger dan 30% , dan wordt dit gezien als een aanwijzing dat de vruchtbaarheid van de man verminderd is",
"v1-lex","P1","R","dit","de bestuurder","ben","breng","ninv(transitive_part_transitive(weg))","intransitive","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Is dit praktisch echter niet mogelijk , of moeten er om een of andere reden meerdere seinen kort bij elkaar staan , dan moet de bestuurder hiervan op de hoogte gebracht worden , zodat hij tijdig kan beginnen remmen",
"v1-lex","P1","R","dit verschil","men","ben","spreek","copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit verschil positief ( er is nog wat over ) dan spreekt men van een "" batig saldo",
"v1-lex","P1","R","dit verschil","deze schakelaar","ben","schakel_af","part_pc_pp(mee_voor)","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit verschil te groot ( >= 30mA normale groep in woonhuis ) dan schakelt deze schakelaar de stroom af binnen 200 milliseconden ( 0,2 seconden",
"v1-lex","P1","R","dit","het kind","ben","kom_terecht","transitive","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is dit wel het geval dan komt het kind terecht in een zogenoemd ' netwerk pleeggezin",
"v1-lex","P1","R","een sinusoidaal signaal","de DCO","wens","doe","te_passive","transitive","tgw","tgw","voorwaardelijk","adjunct",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Is echter een sinusoidaal signaal gewenst , dan zal de DCO normaliter een beroep doen op opgeslagen golfvormen die na elkaar worden uitgestuurd",
"v1-lex","P1","R","het jaartal","het aandeel","vermeld","ben","intransitive","transitive","tgw","tgw","voorwaardelijk","adjunct",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Is echter het jaartal op de fles vermeld , dan moet het aandeel 95% zijn",
"v1-lex","P1","R","een betere positie of aanvalsmogelijkheid gecreerd die wellicht tot winst kan leiden","men","creer","spreek","copula","transitive","tgw","tgw","voorwaardelijk","adjunct",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is echter hierdoor een betere positie of aanvalsmogelijkheid gecreerd die wellicht tot winst kan leiden , dan spreekt men van een ' offer",
"v1-lex","P1","R","een aandrijfas","de as","ben","breek","transitive_ndev_ndev","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Is een aandrijfas niet goed ontworpen , i.e. is de doorsnede niet voldoende of is het gekozen materiaal niet sterk genoeg , dan kan de as breken",
"v1-lex","P1","R","een analytische oplossing","men","ben","val_terug","np_vp_obj","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Is een analytische oplossing niet mogelijk , dan moet men terugvallen op benaderingsmethoden uit de numerieke wiskunde",
"v1-lex","P1","R","een autochtone variteit","frictie tussen groepen","ben","ontsta","part_intransitive(plaats)","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is een autochtone variteit minder nauw verwant aan de variteit die de sprekers als standaardtaal aanvaarden , dan ontstaat in veel gevallen frictie tussen groepen",
"v1-lex","P1","R","een band","dit","ben","ben","ninv(transitive_part_transitive(terug))","intransitive","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is een band echter voorzien van het "" Berg met daarin een sneeuwvlok""-logo , dan is dit een volwaardige winterband , waarmee bijvoorbeeld ook in Duitsland en Oostenrijk gereden mag worden",
"v1-lex","P1","R","een bank","de bank","ben","maak_gebruik","np_ld_pp","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Is een bank geen deelnemer , dan kan de bank altijd nog via correspondent banking ( zie volgende paragaraaf ) gebruikmaken van de mogelijkheden van deze betaalsystemen",
"v1-lex","P1","R","een bankkaart","hij","word","vraag_aan","ninv(transitive_part_transitive(toe))","copula","tgw","tgw","voorwaardelijk","subj",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Is een bankkaart onbruikbaar geworden doordat de verkeerde pincode werd opgegeven ( of doordat de gebruiker de code niet meer weet ) , dan moet hij meestal een nieuwe bankkaart aanvragen met een nieuwe pincode",
"v1-lex","P1","R","een bedenking tegen de verantwoording","een afkeurende beoordelingsverklaring","ben","volg","part_intransitive(uit)","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is een bedenking tegen de verantwoording wezenlijk , dan volgt een afkeurende beoordelingsverklaring",
"v1-lex","P1","R","een bedenking tegen de verantwoording","een afkeurende verklaring","ben","volg","copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is een bedenking tegen de verantwoording wezenlijk , dan volgt een afkeurende verklaring",
"v1-lex","P1","R","een blad(zijde)","men","deel_op","duid_aan","np_ld_pp","ninv(np_pc_pp(in)_part_np_pc_pp(op_in))","tgw","tgw","voorwaardelijk","subj",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is een blad(zijde) opgedeeld in ( verticale ) kolommen dan duidt men die aan met kleine letters : Fol",
"v1-lex","P1","R","een cluster","meerdere clusters","ben","ben","copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is een cluster te klein , dan zijn er meerdere clusters nodig",
"v1-lex","P1","R","een cursus","men","ben","spreek","copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is een cursus van lange duur , dan spreekt men wel van "" leergang",
"v1-lex","P1","R","een dergelijk object","het","erken","geniet","intransitive","als_pred_np","tgw","tgw","voorwaardelijk","subj",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is een dergelijk object in Nederland als rijksmonument erkend , dan geniet het onder de Monumentenwet uit 1988 dezelfde bescherming als historische binnensteden en aristocratische paleizen",
"v1-lex","P1","R","een dergelijke functie","alle bestelformulieren","ben","vervaardig","copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Is een dergelijke functie afwezig , dan moeten handmatig alle bestelformulieren vervaardigd worden",
"v1-lex","P1","R","een dergelijke stof in de oplossing","een geel neerslag","ben","vorm","copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"is een dergelijke stof in de oplossing aanwezig dan zal een geel neerslag gevormd worden",
"v1-lex","P1","R","een diskette","het","vul","ben","copula","np_pc_pp(met)","tgw","verl","voorwaardelijk","subj",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Is een diskette met willekeurige gegevens gevuld , dan zou het wel erg toevallig zijn als er 55 AA aan het einde van de eerste sector stond",
"v1-lex","P1","R","een ervan","de soort","ben","ben","copula","copula","tgw","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is een ervan correct dan was de soort de eerste tak die een reusachtige iguanodontir opleverde",
"v1-lex","P1","R","een getal","we","ben","spreek","pred_np","te_passive","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is een getal wel te schrijven als een quotint van twee gehele getallen , dan spreken we over een rationaal getal",
"v1-lex","P1","R","een groot oppervlak van de huid","dit","verbrand","dek_af","transitive_ndev_ndev","intransitive","tgw","tgw","voorwaardelijk","subj",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Is een groot oppervlak van de huid verbrand dan kan dit worden afgedekt met een gestreken schone doek of laken",
"v1-lex","P1","R","een hand van een speler","de speler","ben","gooi_weg","ninv(np_pc_pp(op)_part_np_pc_pp(vast_op))","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Is een hand van een speler lager dan een reeds getoonde hand dan mag de speler deze blind weggooien ( "" muck",
"v1-lex","P1","R","een kaart","zij","ben","ben","transitive","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is een kaart niet topografisch dan is zij thematisch",
"v1-lex","P1","R","een kaart","deze","ben","tel_mee","copula","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is een kaart onvoldoende dan telt deze niet mee voor het minimumtempo",
"v1-lex","P1","R","een kind","deze","word","krijg","np_pred_np","copula","tgw","tgw","voorwaardelijk","subj",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Is een kind 18 geworden , dan kan deze de geslachtsaanpassende operatie krijgen",
"v1-lex","P1","R","een lade","hij","ben","ben","subj_control(te)","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is een lade zwaar beladen , dan is hij moeilijk te openen",
"v1-lex","P1","R","een luchtschip","de envelop","vul","hang","copula","transitive","tgw","tgw","voorwaardelijk","subj",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Is een luchtschip slechts gedeeltelijk gevuld , dan gaat de envelop slap hangen",
"v1-lex","P1","R","een meerderjarig contract","dit","wens","ben","copula","transitive","tgw","tgw","voorwaardelijk","subj",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is een meerderjarig contract gewenst , dan is dit mogelijk mits ( opnieuw ) een dubbele handtekening van de consument is verkregen",
"v1-lex","P1","R","een Nederlands wettelijk voorschrift","dat Nederlandse wettelijke voorschrift","ben","vind","ninv(transitive_part_transitive(om))","copula","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Is een Nederlands wettelijk voorschrift niet verenigbaar met een bepaling van een verdrag die naar haar inhoud een ieder kunnen verbinden en waarbij Nederland partij is , dan vindt dat Nederlandse wettelijke voorschrift geen toepassing ( artikel 94 Grondwet",
"v1-lex","P1","R","een opvolger","zij","ben","vraag","intransitive","te_passive","tgw","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Is een opvolger niet zo eenvoudig te vinden , dan zal zij de demissionaire minister vragen om de lopende zaken waar te nemen en zolang in functie te blijven",
